customer_id,customer_region,customer_age,vendor_count,product_count,is_chain,first_order,last_order,last_promo,payment_method,CUI_American,CUI_Asian,CUI_Beverages,CUI_Cafe,CUI_Chicken Dishes,CUI_Chinese,CUI_Desserts,CUI_Healthy,CUI_Indian,CUI_Italian,CUI_Japanese,CUI_Noodle Dishes,CUI_OTHER,CUI_Street Food / Snacks,CUI_Thai,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,HR_0,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,late_night,early_morning,morning,midday,afternoon_evening,night,weekday,weekend,total_spending,total_orders,used_promo,broader_region,order_frequency,order_span,avg_product_cost,avg_order_cost,products_per_vendor,cui_diversity_score,prefered_cuisine,dow_diversity_score,hr_diversity_score
11e20a337c,2440,38.0,16,34,26,0.0,79,DELIVERY,DIGI,13.69,5.75,17.78,0.0,5.41,13.18,3.31,0.0,0.0,0.0,0.0,7.64,33.27,0.0,7.23,4,2,3,1,8,4,4,0.0,0,0,0,0,0,0,0,2,3,3,0,2,2,2,3,3,2,2,1,1,0,0,0,0.0,2,8,7,8,1,18,8,107.26,26,1,2,3.0384615384615383,79.0,3.1547058823529412,4.125384615384616,2.125,9,CUI_OTHER,7,12
2fb255fc89,8670,29.0,7,30,18,0.0,79,NO PROMO,CARD,43.19,238.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.0,0.0,0.0,0.0,3,2,1,2,2,1,7,5.0,2,0,1,0,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2,8,0,0,0,10,8,331.19999999999993,18,0,8,4.388888888888889,79.0,11.039999999999997,18.399999999999995,4.285714285714286,3,CUI_Asian,7,7
8bb94a3e22,4660,39.0,5,23,3,0.0,79,NO PROMO,CASH,18.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83,0.0,0.0,90.32,0.0,0.0,4,2,1,3,3,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,0,0,0,0,0,0,0.0,0,0,2,17,0,13,6,194.22,19,0,4,4.157894736842105,79.0,8.444347826086956,10.222105263157895,4.6,3,CUI_OTHER,7,3
b1246d20d1,2360,19.0,14,41,14,0.0,79,NO PROMO,CARD,0.0,0.0,0.0,0.0,3.12,10.52,0.0,0.0,0.0,4.68,3.6,11.82,78.62,0.0,3.36,9,5,3,4,4,4,5,0.0,0,0,0,0,0,0,0,0,3,5,5,1,0,3,4,3,2,2,1,3,0,0,2,0.0,0,14,7,8,5,25,9,115.72000000000001,34,0,2,2.323529411764706,79.0,2.822439024390244,3.403529411764706,2.9285714285714284,7,CUI_OTHER,7,12
d8a1d90430,4660,44.0,11,32,9,0.0,79,DISCOUNT,CARD,54.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.69,25.45,0.0,23.78,2.98,0.0,3,6,5,2,3,3,2,0.0,0,0,0,0,0,0,0,0,1,5,2,4,0,1,1,1,3,2,1,1,0,1,1,0.0,0,12,2,7,3,19,5,153.10999999999999,24,1,4,3.2916666666666665,79.0,4.7846874999999995,6.379583333333333,2.909090909090909,5,CUI_American,7,13
110d85c077,8670,22.0,10,24,1,0.0,80,FREEBIE,CARD,6.34,196.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,0.0,2,0,2,6,4,2,3,0.0,0,0,2,13,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15.0,2,0,2,0,0,14,5,214.72000000000003,19,1,8,4.2105263157894735,80.0,8.946666666666667,11.30105263157895,2.4,3,CUI_Asian,6,5
f11fd892ac,8670,26.0,25,47,12,0.0,80,DELIVERY,CARD,12.77,102.2,5.95,0.0,0.0,24.26,0.0,122.22,0.0,0.0,12.74,0.0,0.0,187.23,0.0,8,3,2,5,4,4,7,0.0,0,0,2,5,4,1,0,1,0,1,14,1,0,3,1,0,0,0,0,0,0,0,0,7.0,6,16,4,0,0,22,11,467.37,33,1,8,2.4242424242424243,80.0,9.944042553191489,14.162727272727272,1.88,7,CUI_Street Food / Snacks,7,10
ff088ea5b5,2360,20.0,8,40,23,0.0,80,FREEBIE,DIGI,3.45,16.83,0.6,0.0,17.1,83.26,0.0,0.0,11.53,0.0,0.0,0.0,50.25,0.0,0.0,4,3,1,2,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,7,3,5,1,0,0,0.0,0,0,6,14,6,14,12,183.02,26,1,2,3.076923076923077,80.0,4.5755,7.03923076923077,5.0,7,CUI_Chinese,7,8
0077c28499,8670,29.0,30,64,17,0.0,81,NO PROMO,CARD,30.24,186.51,54.65,0.0,0.0,0.0,0.0,36.65,0.0,0.0,182.49,0.0,0.0,130.5,0.0,4,10,5,7,9,10,1,5.0,3,1,3,10,2,3,2,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,22.0,11,11,0,0,2,35,11,621.04,46,0,8,1.7608695652173914,81.0,9.70375,13.500869565217391,2.1333333333333333,6,CUI_Asian,7,14
32878c2836,2360,27.0,12,25,18,0.0,81,DELIVERY,DIGI,0.0,13.53,2.12,0.0,8.4,9.99,0.0,0.0,22.21,0.0,0.0,0.0,15.01,5.21,0.0,4,4,5,2,0,2,5,0.0,0,0,1,0,0,0,0,0,1,2,2,2,3,1,2,0,1,1,0,2,2,2,0,1.0,0,7,6,2,6,15,7,76.47,22,1,2,3.6818181818181817,81.0,3.0587999999999997,3.475909090909091,2.0833333333333335,7,CUI_Indian,6,13
4414018838,4660,20.0,10,34,10,0.0,81,FREEBIE,CARD,17.25,0.0,0.0,100.96,0.0,0.0,0.0,0.0,0.0,36.93,24.61,0.0,5.24,6.36,0.0,2,2,0,5,3,3,9,0.0,0,0,0,0,2,7,3,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,16,7,1,0,0,12,12,191.35000000000002,24,1,4,3.375,81.0,5.627941176470589,7.972916666666667,3.4,6,CUI_Cafe,6,7
6c21dd68d1,8670,30.0,13,25,6,0.0,81,NO PROMO,CARD,25.31,49.88,12.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.2,0.0,3,1,1,2,2,4,4,1.0,0,0,0,0,0,1,0,0,0,0,1,0,3,5,1,1,4,0,0,0,0,0,0,1.0,1,1,9,5,0,9,8,252.67999999999998,17,0,8,4.764705882352941,81.0,10.107199999999999,14.863529411764704,1.9230769230769231,4,CUI_Street Food / Snacks,7,8
9ed2e55e97,4660,39.0,7,23,11,0.0,81,NO PROMO,CARD,0.0,103.82,0.0,0.0,0.0,0.0,0.0,14.93,0.0,0.0,7.4,0.0,0.0,0.0,10.62,1,6,1,2,2,3,3,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,7,5,0,1,0,0,0,0,0.0,0,3,2,13,0,12,6,136.77,18,0,4,4.5,81.0,5.946521739130435,7.598333333333334,3.2857142857142856,4,CUI_Asian,7,8
e1e6bce330,8670,46.0,1,9,7,0.0,81,NO PROMO,CARD,94.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,2,0,2,0.0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5,0,0,0,0,5,2,94.73,7,0,8,11.571428571428571,81.0,10.525555555555556,13.532857142857143,9.0,1,CUI_American,4,5
fe783758f8,8670,25.0,13,21,10,0.0,81,NO PROMO,CARD,36.39,60.29,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0,0,2,4,7,3,2,0.0,2,1,2,0,1,2,0,0,1,2,1,0,0,3,3,0,0,0,0,0,0,0,0,5.0,3,4,6,0,0,13,5,170.17000000000002,18,0,8,4.5,81.0,8.103333333333333,9.45388888888889,1.6153846153846154,4,CUI_Asian,5,10
